SYNTYMÄVUOSI;SYNTKOTIKUNTA;KUNNAN NIMI;SUKUPUOLI;ETUNIMI;KPL
2012;536;Nokia;1;Onni;11
2012;564;Oulu;1;Onni;21
2012;609;Pori;1;Veeti;12
2012;698;Rovaniemi;1;Juho;11
2012;698;Rovaniemi;1;Onni;11
2012;743;Seinäjoki;1;Elias;11
2012;837;Tampere;1;Aleksi;20
2012;837;Tampere;1;Leo;20
2012;853;Turku;1;Onni;20
2013;49;Espoo;1;Oliver;34
2013;91;Helsinki;1;Leo;66
2013;92;Vantaa;1;Aleksi;24
2013;179;Jyväskylä;1;Leo;17
2013;200;Ulkomaat;1;Oliver;28
2013;286;Kouvola;1;Eetu;10
2013;297;Kuopio;1;Leo;13
2013;398;Lahti;1;Elias;12
2013;398;Lahti;1;Leo;12
2013;405;Lappeenranta;1;Onni;11
2013;564;Oulu;1;Eetu;22
2013;609;Pori;1;Elias;15
2013;743;Seinäjoki;1;Onni;12
2013;837;Tampere;1;Leo;21
2013;853;Turku;1;Oliver;20
2014;49;Espoo;1;Elias;32
2014;49;Espoo;1;Oliver;32
2014;91;Helsinki;1;Leo;67
2014;92;Vantaa;1;Leo;26
2014;179;Jyväskylä;1;Leevi;16
2014;200;Ulkomaat;1;Leo;20
2014;286;Kouvola;1;Elias;10
2014;286;Kouvola;1;Leo;10
2014;297;Kuopio;1;Niilo;10
2014;297;Kuopio;1;Väinö;10
2014;398;Lahti;1;Leo;14
2014;405;Lappeenranta;1;Elias;10
2014;564;Oulu;1;Leo;24
2014;564;Oulu;1;Niilo;24
2014;609;Pori;1;Eino;10
2014;609;Pori;1;Onni;10
2014;837;Tampere;1;Elias;25
2014;853;Turku;1;Leo;18
2014;905;Vaasa;1;Elias;12
2015;49;Espoo;1;Oliver;30
2015;91;Helsinki;1;Leo;64
2015;92;Vantaa;1;Leo;35
2015;179;Jyväskylä;1;Onni;18
2015;200;Ulkomaat;1;Leo;27
2015;297;Kuopio;1;Niilo;16
2015;398;Lahti;1;Niilo;13
2015;564;Oulu;1;Daniel;18
2015;564;Oulu;1;Oliver;18
2015;837;Tampere;1;Daniel;19
2015;837;Tampere;1;Elias;19
2015;853;Turku;1;Eino;17
2016;49;Espoo;1;Oliver;37
2016;91;Helsinki;1;Leo;46
2016;92;Vantaa;1;Leo;24
2016;179;Jyväskylä;1;Elias;14
2016;200;Ulkomaat;1;Elias;30
2016;286;Kouvola;1;Väinö;10
2016;297;Kuopio;1;Leo;10
2016;297;Kuopio;1;Nooa;10
2016;398;Lahti;1;Leevi;11
2016;398;Lahti;1;Oliver;11
2016;564;Oulu;1;Eetu;28
2016;698;Rovaniemi;1;Eetu;10
2016;743;Seinäjoki;1;Eino;11
2016;837;Tampere;1;Leo;22
2016;853;Turku;1;Leo;19
2017;49;Espoo;1;Elias;34
2017;91;Helsinki;1;Leo;64
2017;92;Vantaa;1;Daniel;22
2017;109;Hämeenlinna;1;Leo;12
2017;179;Jyväskylä;1;Leo;12
2017;200;Ulkomaat;1;Leo;25
2017;297;Kuopio;1;Leo;12
2017;398;Lahti;1;Emil;13
2017;398;Lahti;1;Noel;13
2017;564;Oulu;1;Leo;21
2017;609;Pori;1;Elias;10
2017;837;Tampere;1;Leo;28
2017;853;Turku;1;Elias;19
2018;49;Espoo;1;Elias;33
2018;91;Helsinki;1;Leo;63
2018;92;Vantaa;1;Leo;27
2018;167;Joensuu;1;Eeli;11
2018;179;Jyväskylä;1;Eeli;14
2018;200;Ulkomaat;1;Leo;17
2018;286;Kouvola;1;Eino;11
2018;297;Kuopio;1;Leo;13
2018;398;Lahti;1;Elias;11
2018;405;Lappeenranta;1;Eeli;11
2018;564;Oulu;1;Eeli;20
2018;609;Pori;1;Eeli;12
2018;743;Seinäjoki;1;Oliver;11
2018;837;Tampere;1;Eeli;27
2018;853;Turku;1;Eeli;17
2019;49;Espoo;1;Emil;10
2019;91;Helsinki;1;Oliver;18
2019;92;Vantaa;1;Elias;10
1969;49;Espoo;2;Sari;30
1969;75;Hamina;2;Sari;10
1969;88;Heinola;2;Sari;11
1969;91;Helsinki;2;Sari;168
1969;92;Vantaa;2;Minna;36
1969;106;Hyvinkää;2;Sari;22
1969;109;Hämeenlinna;2;Minna;20
1969;153;Imatra;2;Minna;14
1969;167;Joensuu;2;Sari;22
1969;179;Jyväskylä;2;Sari;27
1969;180;Jyväskylän mlk;2;Sari;15
1969;200;Ulkomaat;2;Elena;103
1969;201;Karhula;2;Minna;14
1969;205;Kajaani;2;Sari;11
1969;214;Kankaanpää;2;Sari;12
1969;240;Kemi;2;Minna;16
1969;272;Kokkola;2;Sari;14
1969;285;Kotka;2;Minna;15
1969;286;Kouvola;2;Sari;13
1969;297;Kuopio;2;Sari;59
1969;305;Kuusamo;2;Sari;16
1969;306;Kuusankoski;2;Minna;10
1969;398;Lahti;2;Sari;50
1969;405;Lappeenranta;2;Minna;34
1969;491;Mikkeli;2;Sari;14
1969;542;Nurmeksen mlk;2;Sari;10
1969;543;Nurmijärvi;2;Sari;10
1969;564;Oulu;2;Minna;43
1969;597;Pielisjärvi;2;Sari;10
1969;609;Pori;2;Sari;44
1969;684;Rauma;2;Sari;18
1969;694;Riihimäki;2;Sari;11
1969;698;Rovaniemi;2;Sari;18
1969;740;Savonlinna;2;Minna;12
1969;743;Seinäjoki;2;Minna;13
1969;837;Tampere;2;Sari;87
1969;853;Turku;2;Sari;73
1969;905;Vaasa;2;Sari;19
1969;908;Valkeakoski;2;Sari;12
1969;915;Varkaus;2;Sari;14
1970;49;Espoo;2;Nina;31
1970;91;Helsinki;2;Sari;161
1970;92;Vantaa;2;Nina;27
1970;106;Hyvinkää;2;Sari;20
1970;109;Hämeenlinna;2;Sari;17
1970;140;Iisalmi;2;Minna;12
1970;153;Imatra;2;Sari;14
1970;167;Joensuu;2;Sari;26
1970;179;Jyväskylä;2;Minna;27
1970;179;Jyväskylä;2;Sari;27
1970;180;Jyväskylän mlk;2;Sari;11
1970;200;Ulkomaat;2;Maria;115
1970;205;Kajaani;2;Minna;15
1970;240;Kemi;2;Päivi;12
1970;272;Kokkola;2;Minna;11
1970;286;Kouvola;2;Kati;11
1970;297;Kuopio;2;Sari;37
1970;398;Lahti;2;Sari;42
1970;405;Lappeenranta;2;Minna;23
1970;491;Mikkeli;2;Minna;13
1970;564;Oulu;2;Minna;38
1970;609;Pori;2;Sari;33
1970;684;Rauma;2;Sari;10
1970;698;Rovaniemi;2;Minna;19
1970;740;Savonlinna;2;Tiina;11
1970;743;Seinäjoki;2;Sari;11
1970;837;Tampere;2;Minna;61
1970;853;Turku;2;Sari;55
1970;858;Tuusula;2;Satu;10
1970;905;Vaasa;2;Sari;19
1970;915;Varkaus;2;Sari;11
1971;49;Espoo;2;Nina;41
1971;91;Helsinki;2;Nina;134
1971;92;Vantaa;2;Minna;33
1971;106;Hyvinkää;2;Kirsi;12
1971;109;Hämeenlinna;2;Nina;15
1971;153;Imatra;2;Sari;15
1971;167;Joensuu;2;Sari;23
1971;179;Jyväskylä;2;Minna;23
1971;200;Ulkomaat;2;Elena;134
1971;240;Kemi;2;Katja;11
1971;240;Kemi;2;Minna;11
1971;245;Kerava;2;Minna;10
1971;272;Kokkola;2;Minna;14
1971;285;Kotka;2;Sari;16
1971;286;Kouvola;2;Sari;13
1971;297;Kuopio;2;Minna;27
1971;305;Kuusamo;2;Sari;10
1971;398;Lahti;2;Kirsi;31
1971;405;Lappeenranta;2;Minna;22
1971;491;Mikkeli;2;Sari;12
1971;564;Oulu;2;Minna;41
1971;609;Pori;2;Marika;18
1971;684;Rauma;2;Sari;15
1971;694;Riihimäki;2;Minna;11
1971;698;Rovaniemi;2;Pia;10
1971;743;Seinäjoki;2;Sari;11
1971;754;Anjalankoski;2;Minna;10
1971;837;Tampere;2;Sari;49
1971;853;Turku;2;Sari;43
1971;858;Tuusula;2;Nina;10
1971;905;Vaasa;2;Nina;19
1971;908;Valkeakoski;2;Kirsi;12
1971;915;Varkaus;2;Minna;11
1972;49;Espoo;2;Nina;37
1972;91;Helsinki;2;Nina;124
1972;92;Vantaa;2;Katja;27
1972;106;Hyvinkää;2;Nina;11
1972;109;Hämeenlinna;2;Katja;10
1972;109;Hämeenlinna;2;Mari;10
1972;140;Iisalmi;2;Sari;10
1972;153;Imatra;2;Katja;11
1972;153;Imatra;2;Minna;11
1972;167;Joensuu;2;Minna;15
1972;179;Jyväskylä;2;Katja;21
1972;186;Järvenpää;2;Kirsi;10
1972;200;Ulkomaat;2;Elena;117
1972;240;Kemi;2;Katja;13
1972;286;Kouvola;2;Katja;12
1972;297;Kuopio;2;Minna;29
1972;398;Lahti;2;Katja;32
1972;405;Lappeenranta;2;Minna;14
1972;491;Mikkeli;2;Sari;10
1972;564;Oulu;2;Minna;37
1972;598;Pietarsaari;2;Pia;10
1972;609;Pori;2;Marika;19
1972;609;Pori;2;Minna;19
1972;698;Rovaniemi;2;Satu;11
1972;837;Tampere;2;Sari;47
1972;853;Turku;2;Nina;39
1972;905;Vaasa;2;Nina;17
1973;49;Espoo;2;Katja;29
1973;91;Helsinki;2;Katja;105
1973;92;Vantaa;2;Katja;40
1973;106;Hyvinkää;2;Katja;12
1973;109;Hämeenlinna;2;Sanna;12
1973;153;Imatra;2;Katja;12
1973;167;Joensuu;2;Minna;15
1973;179;Jyväskylä;2;Katja;21
1973;200;Ulkomaat;2;Anna;117
1973;297;Kuopio;2;Anne;22
1973;398;Lahti;2;Katja;29
1973;405;Lappeenranta;2;Minna;18
1973;428;Lohjan kunta;2;Kati;11
1973;564;Oulu;2;Katja;41
1973;609;Pori;2;Sari;20
1973;678;Raahe;2;Katja;11
1973;698;Rovaniemi;2;Katja;14
1973;740;Savonlinna;2;Minna;13
1973;743;Seinäjoki;2;Katja;11
1973;837;Tampere;2;Katja;36
1973;851;Tornio;2;Katja;12
1973;853;Turku;2;Katja;36
1973;853;Turku;2;Minna;36
1973;905;Vaasa;2;Sari;14
1974;49;Espoo;2;Katja;26
1974;88;Heinola;2;Katja;10
1974;91;Helsinki;2;Katja;114
1974;92;Vantaa;2;Katja;35
1974;106;Hyvinkää;2;Minna;11
1974;109;Hämeenlinna;2;Satu;12
1974;153;Imatra;2;Katja;12
1974;153;Imatra;2;Sanna;12
1974;167;Joensuu;2;Katja;17
1974;179;Jyväskylä;2;Katja;22
1974;179;Jyväskylä;2;Minna;22
1974;200;Ulkomaat;2;Natalia;132
1974;240;Kemi;2;Katja;15
1974;286;Kouvola;2;Katja;11
1974;297;Kuopio;2;Sanna;22
1974;398;Lahti;2;Katja;28
1974;405;Lappeenranta;2;Kati;14
1974;405;Lappeenranta;2;Sanna;14
1974;491;Mikkeli;2;Sanna;10
1974;564;Oulu;2;Sanna;28
1974;609;Pori;2;Sari;23
1974;684;Rauma;2;Katja;13
1974;694;Riihimäki;2;Katja;10
1974;694;Riihimäki;2;Minna;10
1974;740;Savonlinna;2;Kati;12
1974;743;Seinäjoki;2;Johanna;10
1974;743;Seinäjoki;2;Mari;10
1974;837;Tampere;2;Katja;39
1974;837;Tampere;2;Minna;39
1974;853;Turku;2;Johanna;46
1974;905;Vaasa;2;Katja;16
1975;49;Espoo;2;Anna;31
1975;91;Helsinki;2;Katja;97
1975;92;Vantaa;2;Katja;39
1975;106;Hyvinkää;2;Katja;13
1975;109;Hämeenlinna;2;Johanna;10
1975;140;Iisalmi;2;Sanna;11
1975;167;Joensuu;2;Sanna;14
1975;179;Jyväskylä;2;Katja;22
1975;180;Jyväskylän mlk;2;Sanna;10
1975;200;Ulkomaat;2;Anna;140
1975;240;Kemi;2;Katja;13
1975;245;Kerava;2;Katja;11
1975;285;Kotka;2;Katja;13
1975;285;Kotka;2;Niina;13
1975;297;Kuopio;2;Anne;23
1975;398;Lahti;2;Katja;31
1975;405;Lappeenranta;2;Katja;18
1975;491;Mikkeli;2;Katja;11
1975;564;Oulu;2;Sanna;41
1975;609;Pori;2;Johanna;21
1975;678;Raahe;2;Katja;14
1975;684;Rauma;2;Anu;12
1975;698;Rovaniemi;2;Sanna;11
1975;734;Salo;2;Johanna;10
1975;740;Savonlinna;2;Katja;12
1975;743;Seinäjoki;2;Katja;10
1975;837;Tampere;2;Johanna;47
1975;853;Turku;2;Johanna;54
1975;905;Vaasa;2;Sari;15
1975;915;Varkaus;2;Sanna;14
1976;49;Espoo;2;Anna;43
1976;91;Helsinki;2;Sanna;101
1976;92;Vantaa;2;Sanna;43
1976;106;Hyvinkää;2;Sanna;15
1976;140;Iisalmi;2;Sanna;14
1976;153;Imatra;2;Hanna;14
1976;153;Imatra;2;Minna;14
1976;167;Joensuu;2;Sanna;15
1976;179;Jyväskylä;2;Sanna;23
1976;180;Jyväskylän mlk;2;Tiina;10
1976;200;Ulkomaat;2;Anna;143
1976;200;Ulkomaat;2;Maria;143
1976;205;Kajaani;2;Mari;10
1976;205;Kajaani;2;Minna;10
1976;240;Kemi;2;Kati;11
1976;240;Kemi;2;Katja;11
1976;245;Kerava;2;Katja;11
1976;272;Kokkola;2;Johanna;11
1976;286;Kouvola;2;Sanna;10
1976;297;Kuopio;2;Tiina;25
1976;398;Lahti;2;Katja;26
1976;405;Lappeenranta;2;Minna;19
1976;491;Mikkeli;2;Katja;13
1976;564;Oulu;2;Sanna;40
1976;609;Pori;2;Johanna;30
1976;678;Raahe;2;Katja;12
1976;684;Rauma;2;Johanna;11
1976;698;Rovaniemi;2;Kati;12
1976;740;Savonlinna;2;Sanna;11
1976;837;Tampere;2;Sanna;41
1976;853;Turku;2;Johanna;47
1976;905;Vaasa;2;Johanna;17
1976;915;Varkaus;2;Kati;12
1977;49;Espoo;2;Heidi;33
1977;91;Helsinki;2;Sanna;89
1977;92;Vantaa;2;Sanna;39
1977;106;Hyvinkää;2;Anu;11
1977;106;Hyvinkää;2;Johanna;11
1977;106;Hyvinkää;2;Kati;11
1977;109;Hämeenlinna;2;Hanna;10
1977;109;Hämeenlinna;2;Katja;10
1977;153;Imatra;2;Sanna;14
1977;167;Joensuu;2;Minna;18
1977;179;Jyväskylä;2;Tiina;24
1977;186;Järvenpää;2;Minna;10
1977;200;Ulkomaat;2;Anna;168
1977;205;Kajaani;2;Sanna;12
1977;240;Kemi;2;Sanna;13
1977;257;Kirkkonummi;2;Sanna;11
1977;272;Kokkola;2;Sanna;15
1977;285;Kotka;2;Jenni;15
1977;286;Kouvola;2;Hanna;11
1977;286;Kouvola;2;Minna;11
1977;297;Kuopio;2;Sanna;29
1977;398;Lahti;2;Sanna;24
1977;405;Lappeenranta;2;Sanna;16
1977;491;Mikkeli;2;Hanna;11
1977;564;Oulu;2;Sanna;37
1977;609;Pori;2;Johanna;25
1977;678;Raahe;2;Minna;13
1977;684;Rauma;2;Minna;11
1977;684;Rauma;2;Sanna;11
1977;698;Rovaniemi;2;Johanna;10
1977;698;Rovaniemi;2;Minna;10
1977;740;Savonlinna;2;Sanna;15
1977;749;Siilinjärvi;2;Sanna;10
1977;837;Tampere;2;Sanna;44
1977;853;Turku;2;Johanna;51
1977;905;Vaasa;2;Johanna;23
1978;49;Espoo;2;Hanna;31
1978;91;Helsinki;2;Laura;90
1978;92;Vantaa;2;Sanna;33
1978;106;Hyvinkää;2;Katja;10
1978;109;Hämeenlinna;2;Johanna;17
1978;140;Iisalmi;2;Anne;10
1978;167;Joensuu;2;Sanna;13
1978;179;Jyväskylä;2;Sanna;23
1978;180;Jyväskylän mlk;2;Sanna;12
1978;200;Ulkomaat;2;Anna;166
1978;205;Kajaani;2;Sanna;18
1978;240;Kemi;2;Sanna;12
1978;272;Kokkola;2;Mari;12
1978;285;Kotka;2;Hanna;14
1978;286;Kouvola;2;Anu;12
1978;297;Kuopio;2;Katja;23
1978;398;Lahti;2;Sanna;28
1978;405;Lappeenranta;2;Hanna;15
1978;405;Lappeenranta;2;Sanna;15
1978;536;Nokia;2;Hanna;13
1978;564;Oulu;2;Sanna;34
1978;609;Pori;2;Johanna;23
1978;680;Raisio;2;Johanna;10
1978;684;Rauma;2;Sanna;13
1978;740;Savonlinna;2;Anne;10
1978;740;Savonlinna;2;Sanna;10
1978;837;Tampere;2;Hanna;30
1978;853;Turku;2;Johanna;43
1978;905;Vaasa;2;Heidi;18
1978;908;Valkeakoski;2;Hanna;10
1979;49;Espoo;2;Hanna;36
1979;49;Espoo;2;Laura;36
1979;91;Helsinki;2;Anna;109
1979;91;Helsinki;2;Heidi;109
1979;92;Vantaa;2;Heidi;44
1979;106;Hyvinkää;2;Heidi;14
1979;109;Hämeenlinna;2;Heidi;16
1979;153;Imatra;2;Heidi;11
1979;167;Joensuu;2;Anne;12
1979;167;Joensuu;2;Päivi;12
1979;179;Jyväskylä;2;Hanna;19
1979;200;Ulkomaat;2;Anna;139
1979;200;Ulkomaat;2;Maria;139
1979;205;Kajaani;2;Heidi;14
1979;272;Kokkola;2;Heidi;10
1979;285;Kotka;2;Heidi;19
1979;297;Kuopio;2;Sanna;21
1979;305;Kuusamo;2;Hanna;10
1979;305;Kuusamo;2;Sanna;10
1979;398;Lahti;2;Heidi;35
1979;405;Lappeenranta;2;Anu;17
1979;564;Oulu;2;Heidi;34
1979;598;Pietarsaari;2;Heidi;10
1979;598;Pietarsaari;2;Maria;10
1979;609;Pori;2;Sanna;22
1979;612;Porvoo;2;Heidi;11
1979;684;Rauma;2;Heidi;13
1979;694;Riihimäki;2;Sanna;10
1979;698;Rovaniemi;2;Heidi;14
1979;743;Seinäjoki;2;Hanna;10
1979;837;Tampere;2;Heidi;42
1979;851;Tornio;2;Heidi;15
1979;853;Turku;2;Heidi;54
1979;905;Vaasa;2;Heidi;20
1980;49;Espoo;2;Laura;41
1980;91;Helsinki;2;Anna;92
1980;91;Helsinki;2;Laura;92
1980;92;Vantaa;2;Heidi;48
1980;106;Hyvinkää;2;Sanna;11
1980;153;Imatra;2;Satu;13
1980;167;Joensuu;2;Sanna;18
1980;179;Jyväskylä;2;Hanna;17
1980;200;Ulkomaat;2;Anna;205
1980;205;Kajaani;2;Tiina;16
1980;272;Kokkola;2;Heidi;15
1980;285;Kotka;2;Hanna;17
1980;286;Kouvola;2;Heidi;11
1980;297;Kuopio;2;Hanna;19
1980;297;Kuopio;2;Heidi;19
1980;398;Lahti;2;Heidi;27
1980;398;Lahti;2;Sanna;27
1980;405;Lappeenranta;2;Heidi;15
1980;564;Oulu;2;Heidi;31
1980;564;Oulu;2;Sanna;31
1980;609;Pori;2;Heidi;21
1980;609;Pori;2;Johanna;21
1980;684;Rauma;2;Laura;11
1980;698;Rovaniemi;2;Sanna;11
1980;740;Savonlinna;2;Katja;10
1980;740;Savonlinna;2;Sanna;10
1980;743;Seinäjoki;2;Hanna;10
1980;743;Seinäjoki;2;Satu;10
1980;837;Tampere;2;Sanna;39
1980;851;Tornio;2;Heidi;10
1980;853;Turku;2;Jenni;35
1980;905;Vaasa;2;Mari;14
1981;49;Espoo;2;Anna;44
1981;91;Helsinki;2;Laura;102
1981;92;Vantaa;2;Heidi;39
1981;106;Hyvinkää;2;Hanna;12
1981;140;Iisalmi;2;Sanna;11
1981;153;Imatra;2;Tiina;11
1981;167;Joensuu;2;Hanna;17
1981;179;Jyväskylä;2;Hanna;18
1981;179;Jyväskylä;2;Heidi;18
1981;180;Jyväskylän mlk;2;Heidi;11
1981;200;Ulkomaat;2;Anna;197
1981;205;Kajaani;2;Anna;11
1981;272;Kokkola;2;Heidi;14
1981;285;Kotka;2;Sanna;17
1981;297;Kuopio;2;Satu;18
1981;398;Lahti;2;Heidi;34
1981;405;Lappeenranta;2;Sanna;13
1981;564;Oulu;2;Heidi;31
1981;609;Pori;2;Johanna;26
1981;684;Rauma;2;Sanna;10
1981;698;Rovaniemi;2;Elina;10
1981;837;Tampere;2;Johanna;34
1981;851;Tornio;2;Hanna;10
1981;853;Turku;2;Heidi;42
1981;905;Vaasa;2;Heidi;20
1981;908;Valkeakoski;2;Kaisa;10
1981;915;Varkaus;2;Laura;10
1982;49;Espoo;2;Laura;46
1982;91;Helsinki;2;Anna;99
1982;92;Vantaa;2;Heidi;38
1982;106;Hyvinkää;2;Minna;10
1982;109;Hämeenlinna;2;Laura;10
1982;167;Joensuu;2;Tiina;14
1982;179;Jyväskylä;2;Heidi;21
1982;200;Ulkomaat;2;Anna;214
1982;205;Kajaani;2;Heidi;11
1982;272;Kokkola;2;Heidi;15
1982;285;Kotka;2;Heidi;17
1982;297;Kuopio;2;Heidi;20
1982;398;Lahti;2;Heidi;32
1982;405;Lappeenranta;2;Tiina;14
1982;564;Oulu;2;Hanna;25
1982;609;Pori;2;Sanna;19
1982;684;Rauma;2;Johanna;10
1982;698;Rovaniemi;2;Elina;10
1982;698;Rovaniemi;2;Sanna;10
1982;743;Seinäjoki;2;Elina;10
1982;743;Seinäjoki;2;Johanna;10
1982;837;Tampere;2;Johanna;35
1982;853;Turku;2;Heidi;44
1982;905;Vaasa;2;Heidi;16
1982;915;Varkaus;2;Hanna;10
1983;49;Espoo;2;Heidi;37
1983;49;Espoo;2;Laura;37
1983;91;Helsinki;2;Laura;100
1983;92;Vantaa;2;Laura;41
1983;106;Hyvinkää;2;Heidi;12
1983;140;Iisalmi;2;Anne;15
1983;167;Joensuu;2;Laura;15
1983;179;Jyväskylä;2;Laura;16
1983;200;Ulkomaat;2;Anna;216
1983;205;Kajaani;2;Minna;11
1983;240;Kemi;2;Sanna;10
1983;245;Kerava;2;Sanna;11
1983;272;Kokkola;2;Heidi;13
1983;285;Kotka;2;Heidi;20
1983;297;Kuopio;2;Anne;21
1983;398;Lahti;2;Hanna;25
1983;405;Lappeenranta;2;Jenni;17
1983;491;Mikkeli;2;Anna;10
1983;491;Mikkeli;2;Hanna;10
1983;564;Oulu;2;Tiina;32
1983;609;Pori;2;Johanna;21
1983;684;Rauma;2;Heidi;16
1983;743;Seinäjoki;2;Johanna;11
1983;837;Tampere;2;Heidi;33
1983;837;Tampere;2;Johanna;33
1983;851;Tornio;2;Hanna;10
1983;853;Turku;2;Heidi;37
1983;858;Tuusula;2;Laura;13
1983;905;Vaasa;2;Heidi;25
1984;49;Espoo;2;Laura;41
1984;91;Helsinki;2;Laura;96
1984;92;Vantaa;2;Heidi;36
1984;106;Hyvinkää;2;Laura;12
1984;153;Imatra;2;Laura;10
1984;179;Jyväskylä;2;Laura;19
1984;200;Ulkomaat;2;Anna;242
1984;205;Kajaani;2;Hanna;11
1984;272;Kokkola;2;Jenni;12
1984;285;Kotka;2;Jenni;11
1984;297;Kuopio;2;Minna;19
1984;398;Lahti;2;Jenni;24
1984;405;Lappeenranta;2;Laura;14
1984;543;Nurmijärvi;2;Jenni;10
1984;564;Oulu;2;Tiina;25
1984;609;Pori;2;Sanna;22
1984;684;Rauma;2;Heidi;10
1984;837;Tampere;2;Jenni;34
1984;853;Turku;2;Heidi;33
1984;905;Vaasa;2;Heidi;19
1984;915;Varkaus;2;Laura;12
1985;49;Espoo;2;Laura;46
1985;91;Helsinki;2;Laura;93
1985;92;Vantaa;2;Laura;35
1985;109;Hämeenlinna;2;Laura;11
1985;167;Joensuu;2;Hanna;14
1985;179;Jyväskylä;2;Hanna;18
1985;200;Ulkomaat;2;Anna;257
1985;205;Kajaani;2;Laura;16
1985;245;Kerava;2;Laura;12
1985;257;Kirkkonummi;2;Heidi;11
1985;272;Kokkola;2;Laura;10
1985;285;Kotka;2;Laura;14
1985;286;Kouvola;2;Hanna;10
1985;286;Kouvola;2;Laura;10
1985;297;Kuopio;2;Jenni;25
1985;297;Kuopio;2;Laura;25
1985;398;Lahti;2;Heidi;18
1985;405;Lappeenranta;2;Laura;13
1985;491;Mikkeli;2;Laura;10
1985;543;Nurmijärvi;2;Laura;12
1985;564;Oulu;2;Anna;23
1985;609;Pori;2;Johanna;14
1985;609;Pori;2;Susanna;14
1985;684;Rauma;2;Heidi;10
1985;740;Savonlinna;2;Heidi;10
1985;837;Tampere;2;Jenni;31
1985;853;Turku;2;Laura;34
1985;905;Vaasa;2;Heidi;10
1985;915;Varkaus;2;Laura;10
1986;49;Espoo;2;Laura;39
1986;91;Helsinki;2;Laura;85
1986;92;Vantaa;2;Laura;32
1986;106;Hyvinkää;2;Jenni;11
1986;179;Jyväskylä;2;Laura;14
1986;200;Ulkomaat;2;Anna;277
1986;205;Kajaani;2;Jenni;12
1986;285;Kotka;2;Laura;10
1986;297;Kuopio;2;Laura;18
1986;398;Lahti;2;Laura;15
1986;405;Lappeenranta;2;Jenni;13
1986;564;Oulu;2;Hanna;27
1986;609;Pori;2;Heidi;15
1986;609;Pori;2;Jenna;15
1986;698;Rovaniemi;2;Johanna;10
1986;837;Tampere;2;Laura;30
1986;853;Turku;2;Laura;37
1986;905;Vaasa;2;Heidi;12
1987;49;Espoo;2;Laura;34
1987;91;Helsinki;2;Laura;91
1987;92;Vantaa;2;Laura;43
1987;109;Hämeenlinna;2;Minna;10
1987;167;Joensuu;2;Niina;11
1987;179;Jyväskylä;2;Anna;12
1987;179;Jyväskylä;2;Hanna;12
1987;200;Ulkomaat;2;Anna;285
1987;297;Kuopio;2;Laura;18
1987;398;Lahti;2;Jenni;19
1987;405;Lappeenranta;2;Laura;10
1987;564;Oulu;2;Jenni;29
1987;609;Pori;2;Susanna;11
1987;698;Rovaniemi;2;Sanna;10
1987;837;Tampere;2;Heidi;24
1987;853;Turku;2;Sanna;22
1987;905;Vaasa;2;Heidi;12
1987;915;Varkaus;2;Jenni;11
1988;49;Espoo;2;Laura;38
1988;91;Helsinki;2;Laura;84
1988;92;Vantaa;2;Laura;40
1988;106;Hyvinkää;2;Laura;11
1988;167;Joensuu;2;Noora;11
1988;179;Jyväskylä;2;Laura;17
1988;200;Ulkomaat;2;Anna;225
1988;205;Kajaani;2;Jenni;15
1988;285;Kotka;2;Laura;14
1988;297;Kuopio;2;Jenni;22
1988;398;Lahti;2;Heidi;19
1988;405;Lappeenranta;2;Jenna;10
1988;491;Mikkeli;2;Laura;10
1988;564;Oulu;2;Laura;33
1988;609;Pori;2;Laura;16
1988;698;Rovaniemi;2;Laura;17
1988;743;Seinäjoki;2;Jenni;10
1988;837;Tampere;2;Jenni;26
1988;853;Turku;2;Heidi;31
1988;905;Vaasa;2;Heidi;10
1989;49;Espoo;2;Laura;49
1989;91;Helsinki;2;Laura;89
1989;92;Vantaa;2;Laura;30
1989;167;Joensuu;2;Tiina;12
1989;179;Jyväskylä;2;Laura;15
1989;200;Ulkomaat;2;Anna;221
1989;297;Kuopio;2;Jenni;17
1989;398;Lahti;2;Jenni;15
1989;405;Lappeenranta;2;Anni;14
1989;564;Oulu;2;Laura;27
1989;609;Pori;2;Laura;15
1989;749;Siilinjärvi;2;Jenni;12
1989;837;Tampere;2;Laura;30
1989;853;Turku;2;Anna;24
1989;853;Turku;2;Laura;24
1989;905;Vaasa;2;Sanna;13
1990;49;Espoo;2;Laura;42
1990;91;Helsinki;2;Laura;88
1990;92;Vantaa;2;Laura;38
1990;106;Hyvinkää;2;Jenni;10
1990;106;Hyvinkää;2;Sanna;10
1990;167;Joensuu;2;Anni;11
1990;179;Jyväskylä;2;Anna;20
1990;186;Järvenpää;2;Anna;10
1990;200;Ulkomaat;2;Anna;202
1990;285;Kotka;2;Jenni;11
1990;286;Kouvola;2;Jenna;10
1990;286;Kouvola;2;Laura;10
1990;297;Kuopio;2;Laura;16
1990;398;Lahti;2;Laura;19
1990;405;Lappeenranta;2;Jenna;11
1990;543;Nurmijärvi;2;Laura;10
1990;564;Oulu;2;Anna;28
1990;564;Oulu;2;Laura;28
1990;609;Pori;2;Laura;16
1990;743;Seinäjoki;2;Noora;10
1990;837;Tampere;2;Laura;33
1990;853;Turku;2;Laura;27
1991;49;Espoo;2;Laura;44
1991;91;Helsinki;2;Laura;110
1991;92;Vantaa;2;Laura;54
